PT	AU	BA	BE	GP	AF	BF	CA	TI	SO	SE	BS	LA	DT	CT	CY	CL	SP	HO	DE	ID	AB	C1	C3	RP	EM	RI	OI	FU	FP	FX	CR	NR	TC	Z9	U1	U2	PU	PI	PA	SN	EI	BN	J9	JI	PD	PY	VL	IS	PN	SU	SI	MA	BP	EP	AR	DI	DL	D2	EA	PG	WC	WE	SC	GA	PM	OA	HC	HP	DA	UT
J	Rakkiyappan, R; Chandrasekar, A; Park, JH; Kwon, OM				Rakkiyappan, R.; Chandrasekar, A.; Park, Ju H.; Kwon, O. M.			Exponential synchronization criteria for Markovian jumping neural networks with time-varying delays and sampled-data control	NONLINEAR ANALYSIS-HYBRID SYSTEMS																	Park, Ju H./J-8796-2012; Rakkiyappan, R./D-6737-2013; Kwon, O.M./AAB-4260-2019; shen, hao/HGF-0551-2022	Park, Ju H./0000-0002-0218-2333; Rakkiyappan, R./0000-0003-0809-2782; Kwon, O.M./0000-0002-4777-7912; A, Chandrasekar/0000-0003-0883-8863													1751-570X	1878-7460				NOV	2014	14						16	37		10.1016/j.nahs.2014.04.001	http://dx.doi.org/10.1016/j.nahs.2014.04.001													WOS:000340016600002
C	Casanova, V; Salt, J		Chu, HW; Savoie, M; Sanchez, B		Casanova, V; Salt, J			Digital modeling and control with irregular D/A conversion	International Conference on Computing, Communications and Control Technologies, Vol 4, Proceedings					International Conference on Computing, Communications and Control Technologies (CCCT 2004)	AUG 14-17, 2004	Austin, TX	Univ Texas Austin, Int Inst Informat & System, IEEE Comp Soc, Venezuela Chapter, Inter Amer Org Higher Educ									Casanova, Vicente/K-5655-2017; Salt, Julian J/K-4151-2017; SAlt, Julian/JWP-6431-2024	Salt, Julian J/0000-0002-9640-2658; 															980-6560-17-5				2004							38	43																WOS:000227983100009
J	Schaeffer, MC; Aksenova, T				Schaeffer, Marie-Caroline; Aksenova, Tetiana			Data-Driven Transducer Design and Identification for Internally-Paced Motor Brain Computer Interfaces: A Review	FRONTIERS IN NEUROSCIENCE																		Aksenova, Tetiana/0000-0003-4007-2343														1662-453X				AUG 15	2018	12								540	10.3389/fnins.2018.00540	http://dx.doi.org/10.3389/fnins.2018.00540								30158847					WOS:000441616400001
J	Flores, MJ; Gámez, JA; Martínez, AM				Flores, M. Julia; Gamez, Jose A.; Martinez, Ana M.			Domains of competence of the semi-naive Bayesian network classifiers	INFORMATION SCIENCES																	Gamez, Jose/K-5098-2014; Flores, M. Julia/E-8526-2016	Gamez, Jose/0000-0003-1188-1117; Flores, M. Julia/0000-0001-6956-3184; Martinez, Ana M./0000-0002-4220-8358													0020-0255	1872-6291				MAR 1	2014	260						120	148		10.1016/j.ins.2013.10.007	http://dx.doi.org/10.1016/j.ins.2013.10.007													WOS:000330823800008
C	Paritosh, P; Atanasov, N; Martinez, S			IEEE	Paritosh, Parth; Atanasov, Nikolay; Martinez, Sonia			Hypothesis assignment and partial likelihood averaging for cooperative estimation	2019 IEEE 58TH CONFERENCE ON DECISION AND CONTROL (CDC)	IEEE Conference on Decision and Control				58th IEEE Conference on Decision and Control (CDC)	DEC 11-13, 2019	Nice, FRANCE	IEEE										Atanasov, Nikolay/0000-0003-0272-7580													0743-1546	2576-2370	978-1-7281-1398-2				2019							7850	7856		10.1109/cdc40024.2019.9029768	http://dx.doi.org/10.1109/cdc40024.2019.9029768													WOS:000560779007022
J	Rakkiyappan, R; Sakthivel, N; Park, JH; Kwon, OM				Rakkiyappan, R.; Sakthivel, N.; Park, Ju H.; Kwon, O. M.			Sampled-data state estimation for Markovian jumping fuzzy cellular neural networks with mode-dependent probabilistic time-varying delays	APPLIED MATHEMATICS AND COMPUTATION																	Kwon, O.M./AAB-4260-2019; shen, hao/HGF-0551-2022; Park, Ju H./J-8796-2012; Sakthivel, Natarajan/S-9864-2017; Rakkiyappan, R./D-6737-2013	Kwon, O.M./0000-0002-4777-7912; Park, Ju H./0000-0002-0218-2333; Rakkiyappan, R./0000-0003-0809-2782; Natarajan, Sakthivel/0000-0002-1177-2482													0096-3003	1873-5649				SEP 15	2013	221						741	769		10.1016/j.amc.2013.07.007	http://dx.doi.org/10.1016/j.amc.2013.07.007													WOS:000324579400070
J	He, P; Fan, YW; Pan, BL; Zhu, YF; Liu, J; Zhu, DR				He, Ping; Fan, Yiwei; Pan, Banglong; Zhu, Yinfeng; Liu, Jing; Zhu, Darong			Calibration and Verification of Dynamic Particle Flow Parameters by the Back-Propagation Neural Network Based on the Genetic Algorithm: Recycled Polyurethane Powder	MATERIALS																	Fan, Yiwei/JVZ-9821-2024	fan, yiwei/0000-0001-9072-1386														1996-1944				OCT	2019	12	20							3350	10.3390/ma12203350	http://dx.doi.org/10.3390/ma12203350								31615115					WOS:000498402100073
J	Wang, D; Gao, N; Liu, DR; Li, JN; Lewis, FL				Wang, Ding; Gao, Ning; Liu, Derong; Li, Jinna; Lewis, Frank L.			Recent Progress in Reinforcement Learning and Adaptive Dynamic Programming for Advanced Control Applications	IEEE-CAA JOURNAL OF AUTOMATICA SINICA																	gao, ning/KIE-2354-2024; Liu, Derong/A-5304-2010; Wang, Ding/A-2949-2017; Gao, Ning/ISS-1669-2023	Liu, Derong/0000-0003-3715-4778; Wang, Ding/0000-0002-7149-5712; Li, Jinna/0000-0001-9985-6308; Gao, Ning/0009-0007-8598-0069													2329-9266	2329-9274				JAN	2024	11	1					18	36		10.1109/JAS.2023.123843	http://dx.doi.org/10.1109/JAS.2023.123843													WOS:001165394200018
J	Ribeiro, RRM; Natal, J; de Campos, CP; Maciel, CD				Ribeiro, Rafael Rodrigues Mendes; Natal, Jordao; de Campos, Cassio Polpo; Maciel, Carlos Dias			Conditional probability table limit-based quantization for Bayesian networks: model quality, data fidelity and structure score	APPLIED INTELLIGENCE																	Natal, Jordao/HJP-0426-2023; Rodrigues Mendes Ribeiro, Rafael/V-4612-2018	Rodrigues Mendes Ribeiro, Rafael/0000-0002-9616-2738													0924-669X	1573-7497				MAR	2024	54	6					4668	4688		10.1007/s10489-023-05153-8	http://dx.doi.org/10.1007/s10489-023-05153-8		APR 2024											WOS:001196243800003
J	Fan, YJ; Huang, X; Wang, Z				Fan, Yingjie; Huang, Xia; Wang, Zhen			Memory-Dependent Event-Trigger Scheme for Secure Control of Memristive Neural Networks: Dealing With Deception Attacks	IEEE TRANSACTIONS ON INDUSTRIAL INFORMATICS																	Zhao, ZiHao/KHT-4413-2024; zhang, lu/KGL-6144-2024; Huang, Xia/AFL-8711-2022; li, qing/KHU-6871-2024; chen, huan/KEC-2019-2024; chen, jiayi/KHV-5520-2024; lin, lin/KFB-9548-2024; zhen, wang/KBA-3844-2024; liu, qi/KFA-4047-2024														1551-3203	1941-0050				APR	2024	20	4					5562	5571		10.1109/TII.2023.3335996	http://dx.doi.org/10.1109/TII.2023.3335996		DEC 2023											WOS:001121010000001
C	Singh, A; Mishra, SK; Kumar, D; Jha, RC			IEEE	Singh, Akansha; Mishra, Sudhansu Kumar; Kumar, Deepak; Jha, Rakesh Chandra			Reconfiguration of Primary Distribution Networks using Bit Shift Operator based Particle Swarm Optimization	PROCEEDINGS OF THE FIRST IEEE INTERNATIONAL CONFERENCE ON POWER ELECTRONICS, INTELLIGENT CONTROL AND ENERGY SYSTEMS (ICPEICES 2016)					1st IEEE International Conference on Power Electronics, Intelligent Control, and Energy Systems (ICPEICES)	JUL 04-06, 2016	Delhi Technol Univ, Delhi, INDIA	Delhi Technol Univ, Dept Elect Engn, IEEE PELS, IEEE IES, IEEE PES Delhi Chapter, IEEE IAS Delhi Chapter, IEEE Delhi Sect	Delhi Technol Univ								Mishra, Sudhansu Kumar/AFT-7650-2022; Kumar, Deeapk/ACS-1287-2022	Mishra, Sudhansu Kumar/0000-0003-1733-8270; 															978-1-4673-8587-9				2016																								WOS:000400510501102
J	Akram, M; Sarwar, M				Akram, Muhammad; Sarwar, Musavarah			Transversals of <i>m</i>-polar fuzzy hypergraphs with applications	JOURNAL OF INTELLIGENT & FUZZY SYSTEMS																	Akram, Muhammad/N-3369-2014; Sarwar, Musavarah/AAC-8800-2019	Akram, Muhammad/0000-0001-7217-7962; Sarwar, Musavarah/0000-0001-7457-2106													1064-1246	1875-8967					2017	33	1					351	364		10.3233/JIFS-161668	http://dx.doi.org/10.3233/JIFS-161668													WOS:000404286400030
J	Sakthivel, R; Nithya, V; Suveetha, VT; Kong, F				Sakthivel, R.; Nithya, V; Suveetha, V. T.; Kong, F.			Finite-Time Distributive Non-Fragile Filter Design for Complex Systems with Multiple Delays, Missing Measurements and Dynamic Quantization	CIRCUITS SYSTEMS AND SIGNAL PROCESSING																	Kong, Fanchao/AFD-8517-2022; Rathinasamy, Sakthivel/AAD-6066-2019	Rathinasamy, Sakthivel/0000-0002-5528-2709													0278-081X	1531-5878				2022 OCT 18	2022										10.1007/s00034-022-02193-2	http://dx.doi.org/10.1007/s00034-022-02193-2		OCT 2022											WOS:000869578500001
J	Xiong, LL; Cai, L; Cao, JD; Wu, T; Zhang, HY				Xiong, Lianglin; Cai, Li; Cao, Jinde; Wu, Tao; Zhang, Haiyang			Stochastic quantized control for memristive neural networks with mixed semi-Markov jump and sampled-data communications using a novel approach	KNOWLEDGE-BASED SYSTEMS																	Cao, Jinde/D-1482-2012	Cao, Jinde/0000-0003-3133-7119													0950-7051	1872-7409				OCT 9	2023	277								110751	10.1016/j.knosys.2023.110751	http://dx.doi.org/10.1016/j.knosys.2023.110751		JUL 2023											WOS:001048131100001
J	Arsalan, M; Santra, A; Issakov, V				Arsalan, Muhammad; Santra, Avik; Issakov, Vadim			Power-efficient gesture sensing for edge devices: mimicking fourier transforms with spiking neural networks	APPLIED INTELLIGENCE																	Issakov, Vadim/AAG-3903-2019; Arsalan, Muhammad/KRP-8755-2024; Santra, Avik/T-8279-2019	Issakov, Vadim/0000-0003-3450-8745; Santra, Avik/0000-0002-8156-3387; Arsalan, Muhammad/0000-0002-6632-7300													0924-669X	1573-7497				JUN	2023	53	12					15147	15162		10.1007/s10489-022-04258-w	http://dx.doi.org/10.1007/s10489-022-04258-w		NOV 2022											WOS:000883237800001
J	Liu, XK; He, HB; Wang, YW; Xu, QW; Guo, FH				Liu, Xiao-Kang; He, Haibo; Wang, Yan-Wu; Xu, Qianwen; Guo, Fanghong			Distributed Hybrid Secondary Control for a DC Microgrid via Discrete-Time Interaction	IEEE TRANSACTIONS ON ENERGY CONVERSION																	He, Haibo/ABF-3668-2020; Xu, Qianwen/AAY-1328-2021	He, Haibo/0000-0002-5247-9370; Xu, Qianwen/0000-0002-2793-9048; Wang, yan-wu/0000-0002-4722-1332; Liu, Xiao-Kang/0000-0001-6262-6779													0885-8969	1558-0059				DEC	2018	33	4					1865	1875		10.1109/TEC.2018.2850279	http://dx.doi.org/10.1109/TEC.2018.2850279													WOS:000451909800028
J	Yin, ZQ; Liu, K; Chen, YH; Xue, R; Li, J; Shi, Y				Yin, Zhangqiang; Liu, Kang; Chen, Yuanhang; Xue, Rui; Li, Jian; Shi, Yang			Performance Analyses of Four-Instant Discretization Formulas With Application to Generalized-Sylvester-Type Future Matrix Equation	IEEE ACCESS																															2169-3536						2019	7						152258	152266		10.1109/ACCESS.2019.2948082	http://dx.doi.org/10.1109/ACCESS.2019.2948082													WOS:000497163000152
J	Du, B; Sun, DF; Hwang, I				Du, Bin; Sun, Dengfeng; Hwang, Inseok			Distributed State Estimation for Stochastic Linear Hybrid Systems With Finite-Time Fusion	IEEE TRANSACTIONS ON AEROSPACE AND ELECTRONIC SYSTEMS																		Sun, Dengfeng/0000-0003-2983-2997													0018-9251	1557-9603				OCT	2021	57	5					3084	3095		10.1109/TAES.2021.3082672	http://dx.doi.org/10.1109/TAES.2021.3082672													WOS:000704826600039
J	Li, HP; Wan, ZQ; He, HB				Li, Hepeng; Wan, Zhiqiang; He, Haibo			Real-Time Residential Demand Response	IEEE TRANSACTIONS ON SMART GRID																	Wan, Zhiqiang/AAK-7941-2021; He, Haibo/ABF-3668-2020	Wan, Zhiqiang/0000-0002-0652-4759; He, Haibo/0000-0002-5247-9370; Li, Hepeng/0000-0002-7775-9088													1949-3053	1949-3061				SEPT	2020	11	5					4144	4154		10.1109/TSG.2020.2978061	http://dx.doi.org/10.1109/TSG.2020.2978061													WOS:000562305000041
J	Chen, ZT; Andrejevic, N; Smidt, T; Ding, ZW; Xu, Q; Chi, YT; Nguyen, QT; Alatas, A; Kong, J; Li, MD				Chen, Zhantao; Andrejevic, Nina; Smidt, Tess; Ding, Zhiwei; Xu, Qian; Chi, Yen-Ting; Nguyen, Quynh T.; Alatas, Ahmet; Kong, Jing; Li, Mingda			Direct Prediction of Phonon Density of States With Euclidean Neural Networks	ADVANCED SCIENCE																	Alatas, Ahmet/AAY-4125-2021; Chen, Zhantao/HNB-7839-2023	Alatas, Ahmet/0000-0001-6521-856X; Chen, Zhantao/0000-0003-1954-3868; Li, Mingda/0000-0002-7055-6368														2198-3844				JUN	2021	8	12							2004214	10.1002/advs.202004214	http://dx.doi.org/10.1002/advs.202004214		MAR 2021						34165895					WOS:000629238800001
J	BOYCE, DE; RAN, B; LEBLANC, LJ				BOYCE, DE; RAN, B; LEBLANC, LJ			SOLVING AN INSTANTANEOUS DYNAMIC USER-OPTIMAL ROUTE CHOICE MODEL	TRANSPORTATION SCIENCE																															0041-1655					MAY	1995	29	2					128	142		10.1287/trsc.29.2.128	http://dx.doi.org/10.1287/trsc.29.2.128													WOS:A1995QZ97400003
C	Wu, QQ; Zhang, R			IEEE	Wu, Qingqing; Zhang, Rui			BEAMFORMING OPTIMIZATION FOR INTELLIGENT REFLECTING SURFACE WITH DISCRETE PHASE SHIFTS	2019 IEEE INTERNATIONAL CONFERENCE ON ACOUSTICS, SPEECH AND SIGNAL PROCESSING (ICASSP)	International Conference on Acoustics Speech and Signal Processing ICASSP				44th IEEE International Conference on Acoustics, Speech and Signal Processing (ICASSP)	MAY 12-17, 2019	Brighton, ENGLAND	Inst Elect & Elect Engineers, Inst Elect & Elect Engineers Signal Proc Soc									Zhang, Rui/GXN-3801-2022; Wu, Qingqing/IAM-7302-2023; zhang, rui/HZI-0079-2023	Wu, Qingqing/0000-0002-0043-3266; 													1520-6149		978-1-4799-8131-1				2019							7830	7833																WOS:000482554008013
C	Fisher, KE; Bishop, AP; Fawcett, P; Magassa, L			ACM	Fisher, Karen E.; Bishop, Ann Peterson; Fawcett, Philip; Magassa, Lassana			InfoMe @ Teen Design Days: A Multi-Disciplinary, Design Thinking Approach to Community Development	PROCEEDINGS OF THE SIXTH INTERNATIONAL CONFERENCE ON INFORMATION AND COMMUNICATIONS TECHNOLOGIES AND DEVELOPMENT, VOL 2					6th International Conference on Information and Communications Technologies and Development (ICTD)	DEC 07-10, 2013	Univ Cape Town, Cape Town, SOUTH AFRICA	IDRC, Google, IBM, IPID, Microsoft, Microsoft Res, Nokia	Univ Cape Town																								978-1-4503-1907-2				2013							25	28		10.1145/2517899.2517914	http://dx.doi.org/10.1145/2517899.2517914													WOS:000372068700007
J	Klumb, C; Morris, M; Goodreau, SM; Jenness, SM				Klumb, Chad; Morris, Martina; Goodreau, Steven M.; Jenness, Samuel M.			Improving and Extending STERGM Approximations Based on Cross-Sectional Data and Tie Durations	JOURNAL OF COMPUTATIONAL AND GRAPHICAL STATISTICS																															1061-8600	1537-2715				JAN 2	2024	33	1					166	180		10.1080/10618600.2023.2233593	http://dx.doi.org/10.1080/10618600.2023.2233593		AUG 2023						38455738					WOS:001152155000001
J	Khoumsi, A; Chakib, H				Khoumsi, Ahmed; Chakib, Hicham			Conjunctive and Disjunctive Architectures for Decentralized Prognosis of Failures in Discrete-Event Systems	IEEE TRANSACTIONS ON AUTOMATION SCIENCE AND ENGINEERING																															1545-5955	1558-3783				APR	2012	9	2					412	417		10.1109/TASE.2012.2189563	http://dx.doi.org/10.1109/TASE.2012.2189563													WOS:000304755100020
C	Stamatescu, G; Stamatescu, I; Dragana, C; Popescu, D			IEEE	Stamatescu, Grigore; Stamatescu, Iulia; Dragana, Cristian; Popescu, Dan			Large Scale Heterogeneous Monitoring System with Decentralized Sensor Fusion	2015 IEEE 8TH INTERNATIONAL CONFERENCE ON INTELLIGENT DATA ACQUISITION AND ADVANCED COMPUTING SYSTEMS: TECHNOLOGY AND APPLICATIONS (IDAACS), VOLS 1-2	IEEE International Workshop on Intelligent Data Acquisition and Advanced Computing Systems-Technology and Applications-IDAACS				IEEE 8th International Conference on Intelligent Data Acquisition and Advanced Computing System-Technology and Applications (IDAACS)	SEP 24-26, 2015	Warsaw Univ Techonl, Warsaw, POLAND	IEEE Ukraine Sect I & M - CI Joint Societies Chapter, Res Inst Intelligent Comp Syst, Ternopil Natl Econom Univ, V M Glushkov Insti Cybernet, Natl Acad Sci Ukrain, Warsaw Univ Techonl, Fac Elect Informat Technol, Warsaw Univ Techonl, Fac Math Informat Sci, Univ Maine, River Publishers, Svantek, IEEE Ukraine Sect	Warsaw Univ Techonl								Stamatescu, Grigore/ABG-5573-2020; Popescu, Dan/AAM-4439-2020; Stamatescu, Grigore/E-7538-2012; Stamatescu, Iulia/F-6955-2016	Stamatescu, Grigore/0000-0002-9647-6817; Stamatescu, Grigore/0000-0002-9647-6817; Stamatescu, Iulia/0000-0002-4484-4534															978-1-4673-8361-5				2015							2	5																WOS:000380403500001
J	Chen, W; Teng, SH; Zhang, HR				Chen, Wei; Teng, Shang-Hua; Zhang, Hanrui			A graph-theoretical basis of stochastic-cascading network influence: Characterizations of influence-based centrality	THEORETICAL COMPUTER SCIENCE																	Chen, Wei/O-7697-2015	Chen, Wei/0000-0003-0065-3610													0304-3975	1879-2294				JUL 6	2020	824						92	111		10.1016/j.tcs.2020.04.016	http://dx.doi.org/10.1016/j.tcs.2020.04.016													WOS:000531537800008
J	Chen, WM; Ma, Q; Zhang, BY				Chen, Weimin; Ma, Qian; Zhang, Baoyong			State estimation of neutral Markovian jump systems: A relaxed L-K functional approach	JOURNAL OF THE FRANKLIN INSTITUTE-ENGINEERING AND APPLIED MATHEMATICS																	Ma, Qian/GXM-5303-2022	Ma, Qian/0000-0002-0593-0157													0016-0032	1879-2693				MAY	2018	355	8					3659	3676		10.1016/j.jfranklin.2018.01.041	http://dx.doi.org/10.1016/j.jfranklin.2018.01.041													WOS:000432440400013
J	Jiang, X; Zeng, XL; Sun, J; Chen, J; Wei, Y				Jiang, Xia; Zeng, Xianlin; Sun, Jian; Chen, Jie; Wei, Yue			A Fully Distributed Hybrid Control Framework For Non-Differentiable Multi-Agent Optimization	IEEE-CAA JOURNAL OF AUTOMATICA SINICA																	xia, jiang/AAK-9050-2021; li, bai/JNE-1502-2023; Jiang, Yu/JEZ-9814-2023; qi, qi/JWP-1757-2024; wang, qi/ITT-9652-2023; Zeng, Xianlin/X-7996-2018; qi, li/JFE-7167-2023; cao, yutong/JJF-4531-2023	Zeng, Xianlin/0000-0002-6224-9974; 													2329-9266	2329-9274				OCT	2022	9	10					1792	1800		10.1109/JAS.2022.105872	http://dx.doi.org/10.1109/JAS.2022.105872													WOS:000853870600009
J	Ünlükal, N; Ülker, E; Solmaz, M; Uyar, K; Tasdemir, S				Unlukal, Nejat; Ulker, Erkan; Solmaz, Merve; Uyar, Kubra; Tasdemir, Sakir			Histological tissue classification with a novel statistical filter-based convolutional neural network	ANATOMIA HISTOLOGIA EMBRYOLOGIA																		UNLUKAL, NEJAT/0000-0002-8107-4882													0340-2096	1439-0264				JUL	2024	53	4							e13073	10.1111/ahe.13073	http://dx.doi.org/10.1111/ahe.13073								38868912					WOS:001244683800001
C	Chiaberge, M; Miranda, E; Reyneri, LM			IEEE COMPUTER SOCIETY; IEEE COMPUTER SOCIETY	Chiaberge, M; Miranda, E; Reyneri, LM			An HW/SW co-design approach for Neuro-Fuzzy hardware design	PROCEEDINGS OF THE SEVENTH INTERNATIONAL CONFERENCE ON MICROELECTRONICS FOR NEURAL, FUZZY AND BIO-INSPIRED SYSTEMS, MICORNEURO'99					7th International Conference on Microelectronics for Neural, Fuzzy and Bio-inspired Systems	APR 07-09, 1999	GRANADA, SPAIN	Univ Granada, Dept Architecture & Technol Comp, Spanish RIG, IEEE Neural Network Council, Univ Granada, Minist Educ Cultura, Consejeria Univ, CICYT									Chiaberge, Marcello/J-5762-2012	Chiaberge, Marcello/0000-0002-1921-0126															0-7695-0043-9				1999							332	337		10.1109/MN.1999.758883	http://dx.doi.org/10.1109/MN.1999.758883													WOS:000079963400044
J	Luo, JW; Abdullah, F; Christofides, PD				Luo, Junwei; Abdullah, Fahim; Christofides, Panagiotis D.			Model predictive control of nonlinear processes using neural ordinary differential equation models	COMPUTERS & CHEMICAL ENGINEERING																	Luo, Junwei/JMB-1352-2023; Abdullah, Fahim/HQZ-0458-2023	Luo, Junwei/0009-0007-2609-629X; Abdullah, Fahim/0000-0002-5094-788X													0098-1354	1873-4375				OCT	2023	178								108367	10.1016/j.compchemeng.2023.108367	http://dx.doi.org/10.1016/j.compchemeng.2023.108367		AUG 2023											WOS:001058732400001
J	Karimi, HR				Karimi, Hamid Reza			Robust Synchronization and Fault Detection of Uncertain Master-Slave Systems with Mixed Time-Varying Delays and Nonlinear Perturbations	INTERNATIONAL JOURNAL OF CONTROL AUTOMATION AND SYSTEMS																	Karimi, Hamid Reza/Y-2403-2019														1598-6446	2005-4092				AUG	2011	9	4					671	680		10.1007/s12555-011-0408-8	http://dx.doi.org/10.1007/s12555-011-0408-8													WOS:000293364700008
C	Arizumi, N; Aksenova, T			IEEE	Arizumi, Nana; Aksenova, Tetiana			Fast Continuous Wavelet Transform for Brain Computer Interface using piecewise polynomials	2019 IEEE 19TH INTERNATIONAL SYMPOSIUM ON SIGNAL PROCESSING AND INFORMATION TECHNOLOGY (ISSPIT 2019)	IEEE International Symposium on Signal Processing and Information Technology				19th IEEE International Symposium on Signal Processing and Information Technology (ISSPIT)	DEC 10-12, 2019	Ajman, U ARAB EMIRATES	IEEE										Aksenova, Tetiana/0000-0003-4007-2343													2162-7843		978-1-7281-5341-4				2019										10.1109/isspit47144.2019.9001739	http://dx.doi.org/10.1109/isspit47144.2019.9001739													WOS:000568621300017
J	Ha, VN; Le, LB				Vu Nguyen Ha; Long Bao Le			End-to-End Network Slicingin Virtualized OFDMA-Based Cloud Radio Access <i>N</i>etworks	IEEE ACCESS																	Ha, Vu N/B-4988-2015; Le, Long/A-1003-2016	Ha, Nguyen Vu/0000-0003-1325-3480; Le, Long/0000-0003-3577-6530													2169-3536						2017	5						18675	18691		10.1109/ACCESS.2017.2754461	http://dx.doi.org/10.1109/ACCESS.2017.2754461													WOS:000412766900003
J	Xu, S; Cremaschi, S; Eden, MR; Tula, AK				Xu, Shuang; Cremaschi, Selen; Eden, Mario R.; Tula, Anjan K.			Integrating reaction pathways and downstream separation network for optimal sustainable process route selection	COMPUTERS & CHEMICAL ENGINEERING																															0098-1354	1873-4375				FEB	2024	181								108528	10.1016/j.compchemeng.2023.108528	http://dx.doi.org/10.1016/j.compchemeng.2023.108528		DEC 2023											WOS:001155926700001
J	Penmetcha, M; Min, BC				Penmetcha, Manoj; Min, Byung-Cheol			A Deep Reinforcement Learning-Based Dynamic Computational Offloading Method for Cloud Robotics	IEEE ACCESS																		Min, Byung-Cheol/0000-0001-6458-4365													2169-3536						2021	9						60265	60279		10.1109/ACCESS.2021.3073902	http://dx.doi.org/10.1109/ACCESS.2021.3073902													WOS:000642756000001
J	El Boujnouni, I; Harouchi, B; Tali, A; Rachafi, S; Laaziz, Y				El Boujnouni, Imane; Harouchi, Badr; Tali, Abdelhak; Rachafi, Said; Laaziz, Yassin			Automatic diagnosis of cardiovascular diseases using wavelet feature extraction and convolutional capsule network	BIOMEDICAL SIGNAL PROCESSING AND CONTROL																	LAAZIZ, Yassine/AFK-2942-2022	LAAZIZ, Yassine/0000-0002-5090-6981; El Boujnouni, Imane/0000-0002-9889-2750													1746-8094	1746-8108				MAR	2023	81								104497	10.1016/j.bspc.2022.104497	http://dx.doi.org/10.1016/j.bspc.2022.104497		DEC 2022											WOS:000906187700001
J	Lu, KJ; Wu, DP; Qian, Y; Fang, YG; Qiu, RCM				Lu, Kejie; Wu, Dapeng; Qian, Yi; Fang, Yuguang; Qiu, Robert Caiming			Performance of an aggregation-based MAC protocol for high-data-rate ultrawideband <i>ad hoc</i> networks	IEEE TRANSACTIONS ON VEHICULAR TECHNOLOGY																	Qian, Yi/KEI-0952-2024; qian, yi/HZH-4175-2023; Fang, Yuguang/A-7484-2009	Fang, Yuguang/0000-0002-1079-3871; Wu, Dapeng/0000-0003-1755-0183													0018-9545	1939-9359				JAN	2007	56	1					312	321		10.1109/TVT.2006.883752	http://dx.doi.org/10.1109/TVT.2006.883752													WOS:000243887800027
C	Tamani, K; Boukezzoula, R; Habchi, G			IEEE	Tamani, K.; Boukezzoula, R.; Habchi, G.			Supervisory Control based Fuzzy Interval Arithmetic Applied for Discrete Scheduling of Manufacturing Systems	2010 IEEE INTERNATIONAL CONFERENCE ON FUZZY SYSTEMS (FUZZ-IEEE 2010)	IEEE International Conference on Fuzzy Systems				2010 IEEE World Congress on Computational Intelligence	JUL 18-23, 2010	Barcelona, SPAIN	IEEE, IEEE Computat Intelligence Soc, Int Neural Network Soc, Evolut Program Soc, IET																							1098-7584		978-1-4244-6920-8				2010																								WOS:000287453601087
C	Li, Q; Zhang, YC; Su, R				Li, Qing; Zhang, Yicheng; Su, Rong			A Flow-based Flight Scheduler for En-route Air Traffic Management	IFAC PAPERSONLINE					14th IFAC Symposium on Control in Transportation Systems (CTS)	MAY 18-20, 2016	Istanbul, TURKEY	Int Federat Automat Control, Tech Comm Transportat Syst TC 7 4, Int Federat Automat Control, Tech Comm 7 1 Automot Control, Int Federat Automat Control, Tech Comm 7 2 Marine Syst, Int Federat Automat Control, Tech Comm 7 3 Aerosp, Int Federat Automat Control, Tech Comm 7 5 Intelligent Autonomous Vehicles									Zhang, Yicheng/E-2098-2016; Zhang, yicheng/HNC-5513-2023; Su, Rong/A-5036-2011	Zhang, Yicheng/0000-0001-5979-793X; Su, Rong/0000-0003-3448-0586													2405-8963						2016	49	3					353	358		10.1016/j.ifacol.2016.07.059	http://dx.doi.org/10.1016/j.ifacol.2016.07.059													WOS:000381502600059
J	Ma, SH; Zhang, D; Zhao, Y; Xian, CX; Zheng, YS				Ma, Suhui; Zhang, Dong; Zhao, Yu; Xian, Chengxin; Zheng, Yuanshi			Event-triggered affine formation maneuver control for second-order multi-agent systems with sampled data	JOURNAL OF THE FRANKLIN INSTITUTE-ENGINEERING AND APPLIED MATHEMATICS																	li, xinyi/KEI-6391-2024; feng, yue/KHV-4687-2024; Liu, Chang/KGL-6678-2024; Yan, Lu/KHW-7015-2024; Wang, Yibin/KEZ-9645-2024; yu, hui/KDO-3946-2024; wang, jiaqi/KHC-5900-2024; Liu, Junjie/KHV-6949-2024; Sun, Yue/KHU-8159-2024; Ma, Wei/JXY-5019-2024; Wang, YuHan/KGY-2933-2024; Wang, Xinyi/KHV-4909-2024; wang, haoyu/KHY-6295-2024	Ma, Wei/0000-0002-7344-998X; wang, haoyu/0009-0001-2467-5331													0016-0032	1879-2693				DEC	2023	360	18					14645	14659		10.1016/j.jfranklin.2023.11.014	http://dx.doi.org/10.1016/j.jfranklin.2023.11.014		NOV 2023											WOS:001115032800001
J	Hong, JH; Seo, KM; Kim, TG				Hong, Jeong Hee; Seo, Kyung-Min; Kim, Tag Gon			Simulation-based optimization for design parameter exploration in hybrid system: a defense system example	SIMULATION-TRANSACTIONS OF THE SOCIETY FOR MODELING AND SIMULATION INTERNATIONAL																	Kim, Tag Gon/C-2021-2011; Hong, Jeong Hee/AAX-7824-2020														0037-5497	1741-3133				MAR	2013	89	3			SI		362	380		10.1177/0037549712466707	http://dx.doi.org/10.1177/0037549712466707													WOS:000318280300009
